customer_id,ProductName
2342,MacBook Pro
2128,iPad Pro
5213,iPhone 15
9053,iPhone 15
1869,MacBook Pro
1820,AirPods Pro
8880,iPad Pro
8329,iPad Pro
7062,iPad Pro
5766,MacBook Pro
1031,iPad Pro
7124,MacBook Pro
2374,MacBook Pro
5778,iPad Pro
1972,iPhone 15
8506,Apple Watch
3941,iPad Pro
6705,iPhone 15
2961,iPad Pro
2834,Apple Watch
9011,iPhone 15
6383,iPad Pro
1658,MacBook Pro
7104,iPad Pro
9483,iPad Pro
4098,MacBook Pro
4447,MacBook Pro
1558,Apple Watch
4379,MacBook Pro
9691,Apple Watch
2584,Apple Watch
8960,Apple Watch
3622,Apple Watch
6660,AirPods Pro
3694,iPhone 15
6452,MacBook Pro
8629,MacBook Pro
5015,MacBook Pro
9372,AirPods Pro
6284,MacBook Pro
8181,iPad Pro
6127,MacBook Pro
3383,iPad Pro
6033,iPad Pro
5823,iPad Pro
3628,iPad Pro
1567,MacBook Pro
6379,AirPods Pro
1852,Apple Watch
5209,iPhone 15
3133,AirPods Pro
2478,MacBook Pro
8224,MacBook Pro
2832,MacBook Pro
6154,iPhone 15
1450,iPad Pro
4007,iPhone 15
5927,Apple Watch
9173,iPad Pro
7355,MacBook Pro
7777,AirPods Pro
8109,AirPods Pro
9558,MacBook Pro
9031,iPad Pro
1399,AirPods Pro
4293,Apple Watch
5402,iPad Pro
5567,AirPods Pro
6728,iPhone 15
7894,iPad Pro
8205,AirPods Pro
9563,Apple Watch
6424,iPad Pro
3903,MacBook Pro
5017,iPad Pro
4782,iPad Pro
9080,iPhone 15
5573,Apple Watch
3808,iPhone 15
7161,AirPods Pro
8593,iPad Pro
5222,iPhone 15
6693,iPad Pro
9370,MacBook Pro
8846,iPad Pro
7661,AirPods Pro
8709,iPad Pro
3573,Apple Watch
2979,AirPods Pro
6294,AirPods Pro
6599,AirPods Pro
6780,Apple Watch
4139,Apple Watch
1419,MacBook Pro
7169,MacBook Pro
7679,MacBook Pro
8487,Apple Watch
5354,MacBook Pro
6504,iPhone 15
1521,Apple Watch
1689,iPhone 15
7224,Apple Watch
8795,iPhone 15
2816,iPad Pro
6807,MacBook Pro
2420,iPhone 15
4129,AirPods Pro
5892,iPad Pro
3520,iPad Pro
9304,AirPods Pro
2513,AirPods Pro
1439,iPad Pro
1757,Apple Watch
8579,Apple Watch
9617,iPhone 15
8217,iPhone 15
3138,iPhone 15
4858,Apple Watch
6380,iPhone 15
5910,AirPods Pro
1135,MacBook Pro
9589,iPad Pro
8490,AirPods Pro
7396,MacBook Pro
6027,MacBook Pro
7275,iPhone 15
9882,Apple Watch
1395,iPad Pro
2787,iPad Pro
7280,MacBook Pro
6842,MacBook Pro
8509,MacBook Pro
3751,iPad Pro
7088,iPhone 15
8755,iPhone 15
9887,AirPods Pro
5711,Apple Watch
4577,iPhone 15
8553,AirPods Pro
6378,Apple Watch
7162,MacBook Pro
6317,AirPods Pro
6406,Apple Watch
9655,MacBook Pro
6305,iPhone 15
1928,AirPods Pro
6434,iPad Pro
9943,iPad Pro
8232,iPad Pro
1566,iPhone 15
9925,AirPods Pro
3344,iPad Pro
6942,iPad Pro
6593,iPad Pro
5793,MacBook Pro
8069,iPad Pro
2985,AirPods Pro
2735,Apple Watch
4140,Apple Watch
2708,AirPods Pro
8368,Apple Watch
7759,MacBook Pro
8764,Apple Watch
9781,MacBook Pro
1485,AirPods Pro
8926,iPad Pro
6414,MacBook Pro
1189,iPhone 15
2868,Apple Watch
7257,Apple Watch
7144,MacBook Pro
4035,MacBook Pro
3901,MacBook Pro
1212,Apple Watch
7666,MacBook Pro
2287,iPhone 15
4212,iPhone 15
6195,AirPods Pro
2280,MacBook Pro
6982,Apple Watch
3070,Apple Watch
6862,iPad Pro
1230,iPhone 15
6632,AirPods Pro
3337,MacBook Pro
6311,MacBook Pro
3860,AirPods Pro
5822,MacBook Pro
9640,Apple Watch
5580,Apple Watch
9138,Apple Watch
3015,Apple Watch
1467,iPhone 15
7088,AirPods Pro
2118,Apple Watch
5947,Apple Watch
8489,Apple Watch
1428,MacBook Pro
2342,MacBook Pro
2858,iPhone 15
4086,AirPods Pro
1136,iPad Pro
9566,iPad Pro
7255,Apple Watch
5771,Apple Watch
1514,iPad Pro
7061,iPad Pro
2541,iPad Pro
4520,iPhone 15
2101,MacBook Pro
3245,Apple Watch
9480,MacBook Pro
5677,MacBook Pro
3593,Apple Watch
9410,MacBook Pro
8211,iPad Pro
2064,MacBook Pro
9216,iPhone 15
9329,iPad Pro
1725,MacBook Pro
4960,Apple Watch
7031,AirPods Pro
4717,AirPods Pro
4728,Apple Watch
9754,AirPods Pro
3522,Apple Watch
1520,iPad Pro
8895,AirPods Pro
1971,MacBook Pro
1956,MacBook Pro
2527,Apple Watch
7381,iPad Pro
4385,iPhone 15
4647,AirPods Pro
1781,iPad Pro
5462,AirPods Pro
5161,iPad Pro
2834,iPhone 15
1873,MacBook Pro
6520,iPhone 15
8087,AirPods Pro
3027,MacBook Pro
8425,iPhone 15
9814,AirPods Pro
1887,AirPods Pro
3266,iPhone 15
2502,AirPods Pro
2525,AirPods Pro
7520,iPhone 15
8956,iPad Pro
8833,MacBook Pro
3761,iPhone 15
4030,AirPods Pro
6273,Apple Watch
1887,MacBook Pro
4203,iPhone 15
2770,MacBook Pro
4326,iPhone 15
3478,Apple Watch
5067,Apple Watch
2214,MacBook Pro
7514,MacBook Pro
3126,iPhone 15
9836,iPhone 15
4672,iPad Pro
4000,iPhone 15
5293,Apple Watch
3500,iPhone 15
9859,iPad Pro
8326,iPad Pro
4024,iPhone 15
4987,MacBook Pro
5738,MacBook Pro
6166,Apple Watch
5537,AirPods Pro
9496,AirPods Pro
5006,MacBook Pro
1331,Apple Watch
4665,Apple Watch
4409,iPad Pro
1162,iPad Pro
8377,Apple Watch
8644,Apple Watch
1232,AirPods Pro
5961,iPhone 15
7380,iPhone 15
1732,MacBook Pro
5544,iPad Pro
8817,iPad Pro
4016,iPad Pro
9755,AirPods Pro
3364,iPhone 15
6122,AirPods Pro
5941,iPad Pro
8964,iPad Pro
4678,iPhone 15
5943,AirPods Pro
9783,iPhone 15
8158,MacBook Pro
9301,Apple Watch
1667,iPad Pro
9919,AirPods Pro
8281,iPhone 15
6097,Apple Watch
2112,AirPods Pro
9196,Apple Watch
8496,iPhone 15
7939,iPhone 15
3405,iPhone 15
4980,iPhone 15
7192,iPhone 15
6955,iPad Pro
4430,iPad Pro
9428,Apple Watch
7484,MacBook Pro
4403,iPhone 15
4738,iPhone 15
3944,iPad Pro
3036,iPad Pro
4260,iPad Pro
6945,iPad Pro
4855,MacBook Pro
5317,MacBook Pro
5494,AirPods Pro
6787,iPad Pro
2844,Apple Watch
5129,iPhone 15
7639,Apple Watch
7000,iPhone 15
2831,iPhone 15
6885,AirPods Pro
6087,iPhone 15
2742,iPad Pro
3202,MacBook Pro
7338,MacBook Pro
7974,iPad Pro
4335,iPhone 15
9069,MacBook Pro
9588,Apple Watch
8392,iPad Pro
3964,Apple Watch
6810,MacBook Pro
6026,Apple Watch
8535,MacBook Pro
6967,Apple Watch
7296,iPad Pro
3092,iPad Pro
4441,iPhone 15
2488,Apple Watch
5019,iPad Pro
9678,Apple Watch
1499,AirPods Pro
4181,AirPods Pro
9014,AirPods Pro
2131,AirPods Pro
5151,iPhone 15
6944,iPad Pro
1747,iPad Pro
1300,MacBook Pro
3049,Apple Watch
3007,iPad Pro
4794,iPhone 15
6708,MacBook Pro
8023,AirPods Pro
5330,iPhone 15
7445,iPhone 15
2592,iPad Pro
3019,AirPods Pro
4205,AirPods Pro
3998,MacBook Pro
3085,iPad Pro
8795,AirPods Pro
2677,iPad Pro
7082,iPad Pro
6474,iPhone 15
7803,iPhone 15
1620,MacBook Pro
7589,AirPods Pro
8853,iPad Pro
1942,iPhone 15
4837,MacBook Pro
3320,Apple Watch
4622,iPhone 15
8071,Apple Watch
3149,Apple Watch
6939,Apple Watch
7404,MacBook Pro
5227,iPad Pro
8285,iPhone 15
3742,Apple Watch
8884,AirPods Pro
6178,AirPods Pro
4304,AirPods Pro
5016,iPad Pro
9967,iPad Pro
2095,Apple Watch
3022,iPad Pro
7476,Apple Watch
9316,iPad Pro
5389,AirPods Pro
3121,iPhone 15
2048,iPad Pro
9382,MacBook Pro
2961,Apple Watch
3506,AirPods Pro
6453,Apple Watch
3678,MacBook Pro
1575,MacBook Pro
8031,MacBook Pro
9900,AirPods Pro
7958,Apple Watch
3416,iPad Pro
8720,iPad Pro
6217,AirPods Pro
8842,Apple Watch
6602,Apple Watch
4036,AirPods Pro
9364,iPhone 15
9970,iPad Pro
4382,iPhone 15
7406,AirPods Pro
7660,iPhone 15
5668,iPad Pro
9289,Apple Watch
8540,iPad Pro
7538,iPad Pro
6004,iPhone 15
7547,AirPods Pro
9814,iPhone 15
4853,iPhone 15
9504,Apple Watch
9068,Apple Watch
2650,iPhone 15
2019,Apple Watch
4637,iPad Pro
5495,AirPods Pro
3459,MacBook Pro
9689,AirPods Pro
1429,iPhone 15
9080,iPad Pro
5227,AirPods Pro
8654,MacBook Pro
6608,iPad Pro
3090,Apple Watch
6982,AirPods Pro
3020,iPhone 15
5499,iPhone 15
6088,Apple Watch
1979,iPhone 15
3627,iPad Pro
4431,Apple Watch
4280,MacBook Pro
2787,AirPods Pro
9664,AirPods Pro
8908,iPhone 15
2659,AirPods Pro
6422,iPhone 15
6813,iPad Pro
2484,AirPods Pro
5920,iPad Pro
1785,iPad Pro
8459,iPad Pro
6944,MacBook Pro
9042,iPad Pro
4629,Apple Watch
8685,iPad Pro
8736,iPad Pro
2168,Apple Watch
2337,AirPods Pro
2073,MacBook Pro
6163,iPhone 15
5547,iPhone 15
5408,iPhone 15
7151,AirPods Pro
2051,Apple Watch
4624,Apple Watch
2807,AirPods Pro
6354,AirPods Pro
1684,MacBook Pro
1345,AirPods Pro
2016,MacBook Pro
6824,iPhone 15
4104,AirPods Pro
1343,MacBook Pro
4075,iPad Pro
9817,AirPods Pro
8165,iPhone 15
9549,iPad Pro
7420,MacBook Pro
3360,iPhone 15
3298,MacBook Pro
9758,MacBook Pro
2020,Apple Watch
5760,iPad Pro
5932,MacBook Pro
5431,iPhone 15
5252,AirPods Pro
2061,Apple Watch
3992,iPhone 15
4423,iPad Pro
7754,Apple Watch
4888,Apple Watch
6639,Apple Watch
1523,iPhone 15
3891,Apple Watch
9886,MacBook Pro
4175,AirPods Pro
6654,Apple Watch
2687,AirPods Pro
3123,Apple Watch
4478,AirPods Pro
5580,MacBook Pro
3036,MacBook Pro
1299,Apple Watch
5257,AirPods Pro
7545,MacBook Pro
4575,iPad Pro
5859,AirPods Pro
7210,AirPods Pro
6297,AirPods Pro
8118,MacBook Pro
9935,iPad Pro
8610,AirPods Pro
5744,Apple Watch
4941,iPhone 15
6269,iPhone 15
1533,Apple Watch
8786,Apple Watch
7909,iPhone 15
6167,MacBook Pro
6944,iPad Pro
4450,Apple Watch
7818,MacBook Pro
8327,MacBook Pro
9175,iPhone 15
9877,MacBook Pro
1837,Apple Watch
4570,AirPods Pro
4740,iPad Pro
1397,iPad Pro
3031,Apple Watch
1610,iPhone 15
2063,Apple Watch
6496,Apple Watch
9874,Apple Watch
4065,iPad Pro
1751,iPad Pro
3773,Apple Watch
7240,iPhone 15
9048,iPad Pro
5911,iPad Pro
5086,AirPods Pro
9329,iPhone 15
7347,Apple Watch
5025,MacBook Pro
9631,iPhone 15
3814,AirPods Pro
9206,MacBook Pro
4850,AirPods Pro
4194,Apple Watch
7668,MacBook Pro
5752,iPad Pro
7793,Apple Watch
7182,iPhone 15
4480,Apple Watch
2598,iPad Pro
8093,Apple Watch
9099,iPad Pro
4466,MacBook Pro
6627,iPad Pro
6822,Apple Watch
3965,Apple Watch
2143,MacBook Pro
7058,AirPods Pro
6280,AirPods Pro
5299,Apple Watch
9094,iPad Pro
6383,MacBook Pro
3572,iPhone 15
2383,iPad Pro
7868,AirPods Pro
4262,iPhone 15
8187,AirPods Pro
9286,iPhone 15
4344,iPad Pro
1642,MacBook Pro
4530,Apple Watch
3315,MacBook Pro
7671,MacBook Pro
7306,iPad Pro
9031,AirPods Pro
9165,MacBook Pro
5018,MacBook Pro
9615,iPhone 15
6356,iPad Pro
4641,MacBook Pro
3546,AirPods Pro
7706,iPad Pro
3971,iPhone 15
5013,AirPods Pro
6678,iPhone 15
9415,Apple Watch
3054,iPhone 15
7568,iPhone 15
9467,iPad Pro
2197,AirPods Pro
8838,MacBook Pro
8070,iPhone 15
5815,AirPods Pro
7323,AirPods Pro
7711,MacBook Pro
5405,AirPods Pro
3264,Apple Watch
5304,iPhone 15
8437,iPhone 15
8829,iPad Pro
4541,Apple Watch
1456,iPhone 15
3245,iPad Pro
4991,iPad Pro
7412,Apple Watch
3618,AirPods Pro
7240,iPhone 15
6103,iPad Pro
9258,Apple Watch
8982,Apple Watch
4188,iPad Pro
2529,Apple Watch
5387,AirPods Pro
6833,Apple Watch
8035,iPad Pro
8746,MacBook Pro
1625,Apple Watch
2882,AirPods Pro
8770,MacBook Pro
2391,Apple Watch
9639,iPhone 15
9359,MacBook Pro
2211,iPad Pro
1941,MacBook Pro
1051,AirPods Pro
3676,Apple Watch
1480,Apple Watch
8464,Apple Watch
1187,AirPods Pro
6689,iPad Pro
1764,MacBook Pro
8669,AirPods Pro
5475,iPhone 15
9990,MacBook Pro
9238,iPad Pro
3514,iPhone 15
4154,iPad Pro
1764,Apple Watch
1805,iPhone 15
9456,Apple Watch
4521,Apple Watch
1443,AirPods Pro
6516,AirPods Pro
3632,MacBook Pro
7171,iPad Pro
5254,AirPods Pro
4292,AirPods Pro
7459,MacBook Pro
6490,iPad Pro
3699,Apple Watch
9008,iPad Pro
3859,MacBook Pro
9984,iPad Pro
7621,MacBook Pro
2325,MacBook Pro
7971,iPhone 15
8531,MacBook Pro
2405,iPad Pro
3655,iPad Pro
6268,AirPods Pro
7796,iPhone 15
3228,iPhone 15
4850,iPhone 15
4566,AirPods Pro
3472,AirPods Pro
8102,AirPods Pro
1855,MacBook Pro
7331,AirPods Pro
4018,iPad Pro
9552,iPhone 15
2184,AirPods Pro
8338,AirPods Pro
1678,iPhone 15
4205,iPad Pro
5131,MacBook Pro
8917,MacBook Pro
6734,iPhone 15
9291,iPhone 15
7106,Apple Watch
8632,iPad Pro
7450,MacBook Pro
3221,MacBook Pro
1634,MacBook Pro
8973,iPad Pro
9312,Apple Watch
9474,iPad Pro
4661,iPhone 15
4139,MacBook Pro
3239,AirPods Pro
5736,AirPods Pro
1920,iPad Pro
1476,Apple Watch
8885,iPad Pro
5300,iPhone 15
6514,iPad Pro
7542,MacBook Pro
5363,Apple Watch
7880,Apple Watch
6890,iPhone 15
9036,AirPods Pro
5532,iPhone 15
9291,MacBook Pro
6102,Apple Watch
3250,MacBook Pro
1162,iPad Pro
4303,iPhone 15
4116,Apple Watch
1887,Apple Watch
2300,MacBook Pro
1231,MacBook Pro
1586,AirPods Pro
2543,AirPods Pro
2637,iPhone 15
8005,iPhone 15
9721,AirPods Pro
6570,iPad Pro
1975,iPad Pro
8280,Apple Watch
5049,iPad Pro
9255,AirPods Pro
5370,iPad Pro
2111,iPhone 15
2865,iPhone 15
3742,MacBook Pro
1471,AirPods Pro
5789,MacBook Pro
7008,AirPods Pro
7571,iPhone 15
6503,Apple Watch
8853,Apple Watch
1424,iPad Pro
3460,MacBook Pro
6698,iPad Pro
4988,MacBook Pro
7783,iPhone 15
9235,iPhone 15
8521,iPad Pro
9641,iPhone 15
4088,AirPods Pro
4550,iPad Pro
5020,MacBook Pro
2088,AirPods Pro
8842,iPhone 15
2167,MacBook Pro
7801,AirPods Pro
7822,Apple Watch
1308,iPad Pro
5591,iPhone 15
6305,MacBook Pro
9856,iPad Pro
2449,iPhone 15
4091,iPhone 15
1356,iPhone 15
2866,iPad Pro
2325,iPhone 15
5262,Apple Watch
4589,iPhone 15
3327,iPhone 15
2761,iPad Pro
7060,MacBook Pro
1618,MacBook Pro
4464,AirPods Pro
6690,iPad Pro
2909,MacBook Pro
9561,Apple Watch
8005,AirPods Pro
7998,Apple Watch
3647,MacBook Pro
7495,iPad Pro
9707,MacBook Pro
4907,MacBook Pro
9683,iPhone 15
6137,iPhone 15
8193,MacBook Pro
5649,Apple Watch
9496,AirPods Pro
7197,MacBook Pro
2767,iPhone 15
4664,iPhone 15
9021,Apple Watch
6073,iPhone 15
3831,iPad Pro
5931,Apple Watch
4576,AirPods Pro
2700,iPhone 15
5612,iPad Pro
7347,iPhone 15
3642,iPhone 15
3745,AirPods Pro
9570,AirPods Pro
3244,MacBook Pro
3839,Apple Watch
4370,iPhone 15
6554,MacBook Pro
9133,Apple Watch
3116,Apple Watch
9301,iPad Pro
4035,MacBook Pro
5782,Apple Watch
2511,AirPods Pro
8828,MacBook Pro
9858,iPad Pro
2085,MacBook Pro
4099,iPad Pro
6765,Apple Watch
9670,AirPods Pro
7934,AirPods Pro
9063,Apple Watch
4627,iPad Pro
7577,iPhone 15
8266,iPad Pro
9848,MacBook Pro
2160,Apple Watch
1330,iPhone 15
7395,Apple Watch
2650,MacBook Pro
8876,iPad Pro
9701,Apple Watch
3890,iPhone 15
2029,Apple Watch
3867,iPad Pro
6243,Apple Watch
1754,Apple Watch
2420,iPhone 15
4021,iPhone 15
3989,MacBook Pro
9514,MacBook Pro
9837,iPad Pro
8984,Apple Watch
7405,MacBook Pro
1201,Apple Watch
9667,Apple Watch
2303,iPhone 15
8327,MacBook Pro
5909,iPhone 15
2025,Apple Watch
3925,AirPods Pro
8923,iPad Pro
6642,AirPods Pro
8210,iPhone 15
3945,iPad Pro
4137,iPhone 15
8985,iPhone 15
8443,Apple Watch
6737,Apple Watch
7165,MacBook Pro
9259,Apple Watch
3494,MacBook Pro
3070,AirPods Pro
1205,iPad Pro
1154,iPhone 15
8736,iPad Pro
4284,MacBook Pro
4012,AirPods Pro
7089,Apple Watch
9521,AirPods Pro
7461,Apple Watch
4557,Apple Watch
5927,MacBook Pro
7750,Apple Watch
2212,iPhone 15
5964,AirPods Pro
8243,iPad Pro
3895,AirPods Pro
4878,AirPods Pro
4048,MacBook Pro
3923,AirPods Pro
9323,MacBook Pro
2254,Apple Watch
9403,iPad Pro
9384,Apple Watch
2339,iPad Pro
6622,iPad Pro
6844,Apple Watch
9584,AirPods Pro
8214,AirPods Pro
7145,iPhone 15
9346,iPhone 15
8287,iPhone 15
2900,MacBook Pro
6171,AirPods Pro
3751,iPad Pro
1191,Apple Watch
1455,Apple Watch
5329,MacBook Pro
6217,Apple Watch
7657,iPhone 15
3531,AirPods Pro
5571,Apple Watch
3593,Apple Watch
5476,iPad Pro
6133,iPhone 15
9701,Apple Watch
5052,Apple Watch
4422,iPad Pro
1285,MacBook Pro
9970,Apple Watch
2943,Apple Watch
6338,iPad Pro
7698,MacBook Pro
1485,Apple Watch
5155,Apple Watch
6228,AirPods Pro
1570,iPhone 15
9728,MacBook Pro
6061,Apple Watch
3913,iPhone 15
7102,iPhone 15
2527,MacBook Pro
1400,iPhone 15
7201,iPad Pro
5298,iPhone 15
3392,iPad Pro
8728,AirPods Pro
8244,iPhone 15
6164,Apple Watch
1567,MacBook Pro
6745,AirPods Pro
4183,iPad Pro
9791,AirPods Pro
1515,iPhone 15
9641,iPad Pro
1653,MacBook Pro
2600,iPad Pro
1352,AirPods Pro
2542,iPhone 15
2579,AirPods Pro
3735,AirPods Pro
1518,Apple Watch
6180,iPhone 15
2183,iPhone 15
1063,AirPods Pro
4520,iPad Pro
8592,MacBook Pro
5135,iPhone 15
4881,iPad Pro
9585,iPhone 15
8075,MacBook Pro
8098,Apple Watch
1376,AirPods Pro
9993,Apple Watch
9299,Apple Watch
6051,Apple Watch
6052,iPhone 15
8579,Apple Watch
5216,AirPods Pro
8890,Apple Watch
5136,Apple Watch
7201,iPhone 15
4188,iPhone 15
