customer_id,ProductName,Cluster
2635,iPhone 15,0
1520,AirPods Pro,3
2683,MacBook Pro,1
2128,iPhone 15,0
7739,iPad Pro,4
2341,AirPods Pro,3
2756,iPhone 15,0
5681,iPhone 15,0
1006,MacBook Pro,1
8823,iPhone 15,0
8270,MacBook Pro,1
1436,iPad Pro,4
7706,iPad Pro,4
7618,iPad Pro,4
1249,Apple Watch,2
3414,Apple Watch,2
9720,iPad Pro,4
4818,Apple Watch,2
9755,AirPods Pro,3
5432,iPad Pro,4
9838,iPad Pro,4
2647,iPad Pro,4
7387,MacBook Pro,1
3774,Apple Watch,2
9988,MacBook Pro,1
6777,Apple Watch,2
1599,Apple Watch,2
9341,Apple Watch,2
4099,iPhone 15,0
1561,AirPods Pro,3
7589,iPhone 15,0
2634,iPad Pro,4
4233,iPad Pro,4
8522,iPhone 15,0
6102,MacBook Pro,1
7745,Apple Watch,2
9858,MacBook Pro,1
4727,MacBook Pro,1
7583,AirPods Pro,3
7352,AirPods Pro,3
3212,Apple Watch,2
1401,iPad Pro,4
5522,Apple Watch,2
6999,MacBook Pro,1
3672,AirPods Pro,3
5704,iPad Pro,4
9836,AirPods Pro,3
1793,Apple Watch,2
1661,iPad Pro,4
2009,iPhone 15,0
1759,Apple Watch,2
1497,MacBook Pro,1
3828,MacBook Pro,1
5217,AirPods Pro,3
8012,MacBook Pro,1
3872,MacBook Pro,1
7181,AirPods Pro,3
9900,iPhone 15,0
9569,iPad Pro,4
2548,iPad Pro,4
7168,iPhone 15,0
7301,iPad Pro,4
3812,iPhone 15,0
8594,iPad Pro,4
4891,iPhone 15,0
9869,iPad Pro,4
8691,iPad Pro,4
7285,iPhone 15,0
5061,iPad Pro,4
8147,MacBook Pro,1
4743,MacBook Pro,1
3103,iPad Pro,4
5869,MacBook Pro,1
7357,iPhone 15,0
7631,iPhone 15,0
3782,iPad Pro,4
3315,Apple Watch,2
5756,AirPods Pro,3
4194,MacBook Pro,1
7312,AirPods Pro,3
3242,MacBook Pro,1
9714,iPad Pro,4
3871,MacBook Pro,1
1012,iPad Pro,4
1162,Apple Watch,2
2095,Apple Watch,2
4896,iPhone 15,0
4654,MacBook Pro,1
8659,iPhone 15,0
4213,MacBook Pro,1
4001,MacBook Pro,1
8097,MacBook Pro,1
3082,AirPods Pro,3
2089,iPhone 15,0
5574,AirPods Pro,3
6836,AirPods Pro,3
9828,MacBook Pro,1
7752,iPhone 15,0
6742,Apple Watch,2
7757,AirPods Pro,3
5433,iPad Pro,4
3801,iPhone 15,0
4175,MacBook Pro,1
7947,iPad Pro,4
3574,AirPods Pro,3
2466,iPad Pro,4
6640,iPad Pro,4
9997,MacBook Pro,1
5238,AirPods Pro,3
5999,iPad Pro,4
6324,MacBook Pro,1
8848,Apple Watch,2
3213,iPad Pro,4
5669,AirPods Pro,3
7526,AirPods Pro,3
5199,iPad Pro,4
1278,MacBook Pro,1
4216,Apple Watch,2
7428,iPad Pro,4
4530,AirPods Pro,3
1329,iPad Pro,4
3043,iPad Pro,4
7765,MacBook Pro,1
1894,iPhone 15,0
2015,iPad Pro,4
4661,iPad Pro,4
7472,iPhone 15,0
3717,AirPods Pro,3
7792,MacBook Pro,1
6565,AirPods Pro,3
2243,Apple Watch,2
2571,iPad Pro,4
2724,AirPods Pro,3
1037,iPhone 15,0
6241,iPhone 15,0
7302,MacBook Pro,1
8825,AirPods Pro,3
4634,Apple Watch,2
8052,iPhone 15,0
2811,MacBook Pro,1
4496,iPad Pro,4
4297,AirPods Pro,3
9612,iPhone 15,0
2644,iPad Pro,4
1802,iPhone 15,0
9147,iPad Pro,4
5943,MacBook Pro,1
6041,iPhone 15,0
3332,iPad Pro,4
4850,AirPods Pro,3
2594,AirPods Pro,3
7910,Apple Watch,2
8864,iPhone 15,0
9272,iPad Pro,4
1513,iPad Pro,4
2278,iPad Pro,4
2228,iPhone 15,0
7764,iPad Pro,4
6166,Apple Watch,2
8633,iPad Pro,4
8864,MacBook Pro,1
5428,Apple Watch,2
2774,iPad Pro,4
6084,iPhone 15,0
5905,Apple Watch,2
1404,MacBook Pro,1
4364,iPhone 15,0
9627,Apple Watch,2
7678,MacBook Pro,1
9597,Apple Watch,2
6652,MacBook Pro,1
8703,AirPods Pro,3
8973,MacBook Pro,1
6583,iPad Pro,4
4762,Apple Watch,2
6863,iPad Pro,4
2358,AirPods Pro,3
8125,iPad Pro,4
5514,iPad Pro,4
9062,MacBook Pro,1
8991,AirPods Pro,3
3607,Apple Watch,2
1497,iPhone 15,0
2885,MacBook Pro,1
4923,iPhone 15,0
9859,AirPods Pro,3
6787,MacBook Pro,1
6232,iPad Pro,4
4912,Apple Watch,2
2218,MacBook Pro,1
7388,iPhone 15,0
1101,iPhone 15,0
3981,MacBook Pro,1
9391,iPhone 15,0
1913,iPad Pro,4
7741,iPad Pro,4
3132,AirPods Pro,3
9313,AirPods Pro,3
4746,iPad Pro,4
3754,Apple Watch,2
5044,iPad Pro,4
7443,AirPods Pro,3
8552,AirPods Pro,3
2240,AirPods Pro,3
8341,MacBook Pro,1
9592,iPhone 15,0
2967,iPhone 15,0
5487,MacBook Pro,1
7367,Apple Watch,2
9707,iPad Pro,4
8415,iPad Pro,4
7658,iPad Pro,4
3222,AirPods Pro,3
4391,AirPods Pro,3
9612,AirPods Pro,3
7217,MacBook Pro,1
3192,AirPods Pro,3
1332,MacBook Pro,1
2848,Apple Watch,2
3802,MacBook Pro,1
9906,MacBook Pro,1
1784,AirPods Pro,3
4704,Apple Watch,2
7465,AirPods Pro,3
7778,MacBook Pro,1
6314,iPad Pro,4
5510,iPad Pro,4
2342,MacBook Pro,1
2128,iPad Pro,4
5213,iPhone 15,0
9053,iPhone 15,0
1869,MacBook Pro,1
1820,AirPods Pro,3
8880,iPad Pro,4
8329,iPad Pro,4
7062,iPad Pro,4
5766,MacBook Pro,1
1031,iPad Pro,4
7124,MacBook Pro,1
2374,MacBook Pro,1
5778,iPad Pro,4
1972,iPhone 15,0
8506,Apple Watch,2
3941,iPad Pro,4
6705,iPhone 15,0
2961,iPad Pro,4
2834,Apple Watch,2
9011,iPhone 15,0
6383,iPad Pro,4
1658,MacBook Pro,1
7104,iPad Pro,4
9483,iPad Pro,4
4098,MacBook Pro,1
4447,MacBook Pro,1
1558,Apple Watch,2
4379,MacBook Pro,1
9691,Apple Watch,2
2584,Apple Watch,2
8960,Apple Watch,2
3622,Apple Watch,2
6660,AirPods Pro,3
3694,iPhone 15,0
6452,MacBook Pro,1
8629,MacBook Pro,1
5015,MacBook Pro,1
9372,AirPods Pro,3
6284,MacBook Pro,1
8181,iPad Pro,4
6127,MacBook Pro,1
3383,iPad Pro,4
6033,iPad Pro,4
5823,iPad Pro,4
3628,iPad Pro,4
1567,MacBook Pro,1
6379,AirPods Pro,3
1852,Apple Watch,2
5209,iPhone 15,0
3133,AirPods Pro,3
2478,MacBook Pro,1
8224,MacBook Pro,1
2832,MacBook Pro,1
6154,iPhone 15,0
1450,iPad Pro,4
4007,iPhone 15,0
5927,Apple Watch,2
9173,iPad Pro,4
7355,MacBook Pro,1
7777,AirPods Pro,3
8109,AirPods Pro,3
9558,MacBook Pro,1
9031,iPad Pro,4
1399,AirPods Pro,3
4293,Apple Watch,2
5402,iPad Pro,4
5567,AirPods Pro,3
6728,iPhone 15,0
7894,iPad Pro,4
8205,AirPods Pro,3
9563,Apple Watch,2
6424,iPad Pro,4
3903,MacBook Pro,1
5017,iPad Pro,4
4782,iPad Pro,4
9080,iPhone 15,0
5573,Apple Watch,2
3808,iPhone 15,0
7161,AirPods Pro,3
8593,iPad Pro,4
5222,iPhone 15,0
6693,iPad Pro,4
9370,MacBook Pro,1
8846,iPad Pro,4
7661,AirPods Pro,3
8709,iPad Pro,4
3573,Apple Watch,2
2979,AirPods Pro,3
6294,AirPods Pro,3
6599,AirPods Pro,3
6780,Apple Watch,2
4139,Apple Watch,2
1419,MacBook Pro,1
7169,MacBook Pro,1
7679,MacBook Pro,1
8487,Apple Watch,2
5354,MacBook Pro,1
6504,iPhone 15,0
1521,Apple Watch,2
1689,iPhone 15,0
7224,Apple Watch,2
8795,iPhone 15,0
2816,iPad Pro,4
6807,MacBook Pro,1
2420,iPhone 15,0
4129,AirPods Pro,3
5892,iPad Pro,4
3520,iPad Pro,4
9304,AirPods Pro,3
2513,AirPods Pro,3
1439,iPad Pro,4
1757,Apple Watch,2
8579,Apple Watch,2
9617,iPhone 15,0
8217,iPhone 15,0
3138,iPhone 15,0
4858,Apple Watch,2
6380,iPhone 15,0
5910,AirPods Pro,3
1135,MacBook Pro,1
9589,iPad Pro,4
8490,AirPods Pro,3
7396,MacBook Pro,1
6027,MacBook Pro,1
7275,iPhone 15,0
9882,Apple Watch,2
1395,iPad Pro,4
2787,iPad Pro,4
7280,MacBook Pro,1
6842,MacBook Pro,1
8509,MacBook Pro,1
3751,iPad Pro,4
7088,iPhone 15,0
8755,iPhone 15,0
9887,AirPods Pro,3
5711,Apple Watch,2
4577,iPhone 15,0
8553,AirPods Pro,3
6378,Apple Watch,2
7162,MacBook Pro,1
6317,AirPods Pro,3
6406,Apple Watch,2
9655,MacBook Pro,1
6305,iPhone 15,0
1928,AirPods Pro,3
6434,iPad Pro,4
9943,iPad Pro,4
8232,iPad Pro,4
1566,iPhone 15,0
9925,AirPods Pro,3
3344,iPad Pro,4
6942,iPad Pro,4
6593,iPad Pro,4
5793,MacBook Pro,1
8069,iPad Pro,4
2985,AirPods Pro,3
2735,Apple Watch,2
4140,Apple Watch,2
2708,AirPods Pro,3
8368,Apple Watch,2
7759,MacBook Pro,1
8764,Apple Watch,2
9781,MacBook Pro,1
1485,AirPods Pro,3
8926,iPad Pro,4
6414,MacBook Pro,1
1189,iPhone 15,0
2868,Apple Watch,2
7257,Apple Watch,2
7144,MacBook Pro,1
4035,MacBook Pro,1
3901,MacBook Pro,1
1212,Apple Watch,2
7666,MacBook Pro,1
2287,iPhone 15,0
4212,iPhone 15,0
6195,AirPods Pro,3
2280,MacBook Pro,1
6982,Apple Watch,2
3070,Apple Watch,2
6862,iPad Pro,4
1230,iPhone 15,0
6632,AirPods Pro,3
3337,MacBook Pro,1
6311,MacBook Pro,1
3860,AirPods Pro,3
5822,MacBook Pro,1
9640,Apple Watch,2
5580,Apple Watch,2
9138,Apple Watch,2
3015,Apple Watch,2
1467,iPhone 15,0
7088,AirPods Pro,3
2118,Apple Watch,2
5947,Apple Watch,2
8489,Apple Watch,2
1428,MacBook Pro,1
2342,MacBook Pro,1
2858,iPhone 15,0
4086,AirPods Pro,3
1136,iPad Pro,4
9566,iPad Pro,4
7255,Apple Watch,2
5771,Apple Watch,2
1514,iPad Pro,4
7061,iPad Pro,4
2541,iPad Pro,4
4520,iPhone 15,0
2101,MacBook Pro,1
3245,Apple Watch,2
9480,MacBook Pro,1
5677,MacBook Pro,1
3593,Apple Watch,2
9410,MacBook Pro,1
8211,iPad Pro,4
2064,MacBook Pro,1
9216,iPhone 15,0
9329,iPad Pro,4
1725,MacBook Pro,1
4960,Apple Watch,2
7031,AirPods Pro,3
4717,AirPods Pro,3
4728,Apple Watch,2
9754,AirPods Pro,3
3522,Apple Watch,2
1520,iPad Pro,4
8895,AirPods Pro,3
1971,MacBook Pro,1
1956,MacBook Pro,1
2527,Apple Watch,2
7381,iPad Pro,4
4385,iPhone 15,0
4647,AirPods Pro,3
1781,iPad Pro,4
5462,AirPods Pro,3
5161,iPad Pro,4
2834,iPhone 15,0
1873,MacBook Pro,1
6520,iPhone 15,0
8087,AirPods Pro,3
3027,MacBook Pro,1
8425,iPhone 15,0
9814,AirPods Pro,3
1887,AirPods Pro,3
3266,iPhone 15,0
2502,AirPods Pro,3
2525,AirPods Pro,3
7520,iPhone 15,0
8956,iPad Pro,4
8833,MacBook Pro,1
3761,iPhone 15,0
4030,AirPods Pro,3
6273,Apple Watch,2
1887,MacBook Pro,1
4203,iPhone 15,0
2770,MacBook Pro,1
4326,iPhone 15,0
3478,Apple Watch,2
5067,Apple Watch,2
2214,MacBook Pro,1
7514,MacBook Pro,1
3126,iPhone 15,0
9836,iPhone 15,0
4672,iPad Pro,4
4000,iPhone 15,0
5293,Apple Watch,2
3500,iPhone 15,0
9859,iPad Pro,4
8326,iPad Pro,4
4024,iPhone 15,0
4987,MacBook Pro,1
5738,MacBook Pro,1
6166,Apple Watch,2
5537,AirPods Pro,3
9496,AirPods Pro,3
5006,MacBook Pro,1
1331,Apple Watch,2
4665,Apple Watch,2
4409,iPad Pro,4
1162,iPad Pro,4
8377,Apple Watch,2
8644,Apple Watch,2
1232,AirPods Pro,3
5961,iPhone 15,0
7380,iPhone 15,0
1732,MacBook Pro,1
5544,iPad Pro,4
8817,iPad Pro,4
4016,iPad Pro,4
9755,AirPods Pro,3
3364,iPhone 15,0
6122,AirPods Pro,3
5941,iPad Pro,4
8964,iPad Pro,4
4678,iPhone 15,0
5943,AirPods Pro,3
9783,iPhone 15,0
8158,MacBook Pro,1
9301,Apple Watch,2
1667,iPad Pro,4
9919,AirPods Pro,3
8281,iPhone 15,0
6097,Apple Watch,2
2112,AirPods Pro,3
9196,Apple Watch,2
8496,iPhone 15,0
7939,iPhone 15,0
3405,iPhone 15,0
4980,iPhone 15,0
7192,iPhone 15,0
6955,iPad Pro,4
4430,iPad Pro,4
9428,Apple Watch,2
7484,MacBook Pro,1
4403,iPhone 15,0
4738,iPhone 15,0
3944,iPad Pro,4
3036,iPad Pro,4
4260,iPad Pro,4
6945,iPad Pro,4
4855,MacBook Pro,1
5317,MacBook Pro,1
5494,AirPods Pro,3
6787,iPad Pro,4
2844,Apple Watch,2
5129,iPhone 15,0
7639,Apple Watch,2
7000,iPhone 15,0
2831,iPhone 15,0
6885,AirPods Pro,3
6087,iPhone 15,0
2742,iPad Pro,4
3202,MacBook Pro,1
7338,MacBook Pro,1
7974,iPad Pro,4
4335,iPhone 15,0
9069,MacBook Pro,1
9588,Apple Watch,2
8392,iPad Pro,4
3964,Apple Watch,2
6810,MacBook Pro,1
6026,Apple Watch,2
8535,MacBook Pro,1
6967,Apple Watch,2
7296,iPad Pro,4
3092,iPad Pro,4
4441,iPhone 15,0
2488,Apple Watch,2
5019,iPad Pro,4
9678,Apple Watch,2
1499,AirPods Pro,3
4181,AirPods Pro,3
9014,AirPods Pro,3
2131,AirPods Pro,3
5151,iPhone 15,0
6944,iPad Pro,4
1747,iPad Pro,4
1300,MacBook Pro,1
3049,Apple Watch,2
3007,iPad Pro,4
4794,iPhone 15,0
6708,MacBook Pro,1
8023,AirPods Pro,3
5330,iPhone 15,0
7445,iPhone 15,0
2592,iPad Pro,4
3019,AirPods Pro,3
4205,AirPods Pro,3
3998,MacBook Pro,1
3085,iPad Pro,4
8795,AirPods Pro,3
2677,iPad Pro,4
7082,iPad Pro,4
6474,iPhone 15,0
7803,iPhone 15,0
1620,MacBook Pro,1
7589,AirPods Pro,3
8853,iPad Pro,4
1942,iPhone 15,0
4837,MacBook Pro,1
3320,Apple Watch,2
4622,iPhone 15,0
8071,Apple Watch,2
3149,Apple Watch,2
6939,Apple Watch,2
7404,MacBook Pro,1
5227,iPad Pro,4
8285,iPhone 15,0
3742,Apple Watch,2
8884,AirPods Pro,3
6178,AirPods Pro,3
4304,AirPods Pro,3
5016,iPad Pro,4
9967,iPad Pro,4
2095,Apple Watch,2
3022,iPad Pro,4
7476,Apple Watch,2
9316,iPad Pro,4
5389,AirPods Pro,3
3121,iPhone 15,0
2048,iPad Pro,4
9382,MacBook Pro,1
2961,Apple Watch,2
3506,AirPods Pro,3
6453,Apple Watch,2
3678,MacBook Pro,1
1575,MacBook Pro,1
8031,MacBook Pro,1
9900,AirPods Pro,3
7958,Apple Watch,2
3416,iPad Pro,4
8720,iPad Pro,4
6217,AirPods Pro,3
8842,Apple Watch,2
6602,Apple Watch,2
4036,AirPods Pro,3
9364,iPhone 15,0
9970,iPad Pro,4
4382,iPhone 15,0
7406,AirPods Pro,3
7660,iPhone 15,0
5668,iPad Pro,4
9289,Apple Watch,2
8540,iPad Pro,4
7538,iPad Pro,4
6004,iPhone 15,0
7547,AirPods Pro,3
9814,iPhone 15,0
4853,iPhone 15,0
9504,Apple Watch,2
9068,Apple Watch,2
2650,iPhone 15,0
2019,Apple Watch,2
4637,iPad Pro,4
5495,AirPods Pro,3
3459,MacBook Pro,1
9689,AirPods Pro,3
1429,iPhone 15,0
9080,iPad Pro,4
5227,AirPods Pro,3
8654,MacBook Pro,1
6608,iPad Pro,4
3090,Apple Watch,2
6982,AirPods Pro,3
3020,iPhone 15,0
5499,iPhone 15,0
6088,Apple Watch,2
1979,iPhone 15,0
3627,iPad Pro,4
4431,Apple Watch,2
4280,MacBook Pro,1
2787,AirPods Pro,3
9664,AirPods Pro,3
8908,iPhone 15,0
2659,AirPods Pro,3
6422,iPhone 15,0
6813,iPad Pro,4
2484,AirPods Pro,3
5920,iPad Pro,4
1785,iPad Pro,4
8459,iPad Pro,4
6944,MacBook Pro,1
9042,iPad Pro,4
4629,Apple Watch,2
8685,iPad Pro,4
8736,iPad Pro,4
2168,Apple Watch,2
2337,AirPods Pro,3
2073,MacBook Pro,1
6163,iPhone 15,0
5547,iPhone 15,0
5408,iPhone 15,0
7151,AirPods Pro,3
2051,Apple Watch,2
4624,Apple Watch,2
2807,AirPods Pro,3
6354,AirPods Pro,3
1684,MacBook Pro,1
1345,AirPods Pro,3
2016,MacBook Pro,1
6824,iPhone 15,0
4104,AirPods Pro,3
1343,MacBook Pro,1
4075,iPad Pro,4
9817,AirPods Pro,3
8165,iPhone 15,0
9549,iPad Pro,4
7420,MacBook Pro,1
3360,iPhone 15,0
3298,MacBook Pro,1
9758,MacBook Pro,1
2020,Apple Watch,2
5760,iPad Pro,4
5932,MacBook Pro,1
5431,iPhone 15,0
5252,AirPods Pro,3
2061,Apple Watch,2
3992,iPhone 15,0
4423,iPad Pro,4
7754,Apple Watch,2
4888,Apple Watch,2
6639,Apple Watch,2
1523,iPhone 15,0
3891,Apple Watch,2
9886,MacBook Pro,1
4175,AirPods Pro,3
6654,Apple Watch,2
2687,AirPods Pro,3
3123,Apple Watch,2
4478,AirPods Pro,3
5580,MacBook Pro,1
3036,MacBook Pro,1
1299,Apple Watch,2
5257,AirPods Pro,3
7545,MacBook Pro,1
4575,iPad Pro,4
5859,AirPods Pro,3
7210,AirPods Pro,3
6297,AirPods Pro,3
8118,MacBook Pro,1
9935,iPad Pro,4
8610,AirPods Pro,3
5744,Apple Watch,2
4941,iPhone 15,0
6269,iPhone 15,0
1533,Apple Watch,2
8786,Apple Watch,2
7909,iPhone 15,0
6167,MacBook Pro,1
6944,iPad Pro,4
4450,Apple Watch,2
7818,MacBook Pro,1
8327,MacBook Pro,1
9175,iPhone 15,0
9877,MacBook Pro,1
1837,Apple Watch,2
4570,AirPods Pro,3
4740,iPad Pro,4
1397,iPad Pro,4
3031,Apple Watch,2
1610,iPhone 15,0
2063,Apple Watch,2
6496,Apple Watch,2
9874,Apple Watch,2
4065,iPad Pro,4
1751,iPad Pro,4
3773,Apple Watch,2
7240,iPhone 15,0
9048,iPad Pro,4
5911,iPad Pro,4
5086,AirPods Pro,3
9329,iPhone 15,0
7347,Apple Watch,2
5025,MacBook Pro,1
9631,iPhone 15,0
3814,AirPods Pro,3
9206,MacBook Pro,1
4850,AirPods Pro,3
4194,Apple Watch,2
7668,MacBook Pro,1
5752,iPad Pro,4
7793,Apple Watch,2
7182,iPhone 15,0
4480,Apple Watch,2
2598,iPad Pro,4
8093,Apple Watch,2
9099,iPad Pro,4
4466,MacBook Pro,1
6627,iPad Pro,4
6822,Apple Watch,2
3965,Apple Watch,2
2143,MacBook Pro,1
7058,AirPods Pro,3
6280,AirPods Pro,3
5299,Apple Watch,2
9094,iPad Pro,4
6383,MacBook Pro,1
3572,iPhone 15,0
2383,iPad Pro,4
7868,AirPods Pro,3
4262,iPhone 15,0
8187,AirPods Pro,3
9286,iPhone 15,0
4344,iPad Pro,4
1642,MacBook Pro,1
4530,Apple Watch,2
3315,MacBook Pro,1
7671,MacBook Pro,1
7306,iPad Pro,4
9031,AirPods Pro,3
9165,MacBook Pro,1
5018,MacBook Pro,1
9615,iPhone 15,0
6356,iPad Pro,4
4641,MacBook Pro,1
3546,AirPods Pro,3
7706,iPad Pro,4
3971,iPhone 15,0
5013,AirPods Pro,3
6678,iPhone 15,0
9415,Apple Watch,2
3054,iPhone 15,0
7568,iPhone 15,0
9467,iPad Pro,4
2197,AirPods Pro,3
8838,MacBook Pro,1
8070,iPhone 15,0
5815,AirPods Pro,3
7323,AirPods Pro,3
7711,MacBook Pro,1
5405,AirPods Pro,3
3264,Apple Watch,2
5304,iPhone 15,0
8437,iPhone 15,0
8829,iPad Pro,4
4541,Apple Watch,2
1456,iPhone 15,0
3245,iPad Pro,4
4991,iPad Pro,4
7412,Apple Watch,2
3618,AirPods Pro,3
7240,iPhone 15,0
6103,iPad Pro,4
9258,Apple Watch,2
8982,Apple Watch,2
4188,iPad Pro,4
2529,Apple Watch,2
5387,AirPods Pro,3
6833,Apple Watch,2
8035,iPad Pro,4
8746,MacBook Pro,1
1625,Apple Watch,2
2882,AirPods Pro,3
8770,MacBook Pro,1
2391,Apple Watch,2
9639,iPhone 15,0
9359,MacBook Pro,1
2211,iPad Pro,4
1941,MacBook Pro,1
1051,AirPods Pro,3
3676,Apple Watch,2
1480,Apple Watch,2
8464,Apple Watch,2
1187,AirPods Pro,3
6689,iPad Pro,4
1764,MacBook Pro,1
8669,AirPods Pro,3
5475,iPhone 15,0
9990,MacBook Pro,1
9238,iPad Pro,4
3514,iPhone 15,0
4154,iPad Pro,4
1764,Apple Watch,2
1805,iPhone 15,0
9456,Apple Watch,2
4521,Apple Watch,2
1443,AirPods Pro,3
6516,AirPods Pro,3
3632,MacBook Pro,1
7171,iPad Pro,4
5254,AirPods Pro,3
4292,AirPods Pro,3
7459,MacBook Pro,1
6490,iPad Pro,4
3699,Apple Watch,2
9008,iPad Pro,4
3859,MacBook Pro,1
9984,iPad Pro,4
7621,MacBook Pro,1
2325,MacBook Pro,1
7971,iPhone 15,0
8531,MacBook Pro,1
2405,iPad Pro,4
3655,iPad Pro,4
6268,AirPods Pro,3
7796,iPhone 15,0
3228,iPhone 15,0
4850,iPhone 15,0
4566,AirPods Pro,3
3472,AirPods Pro,3
8102,AirPods Pro,3
1855,MacBook Pro,1
7331,AirPods Pro,3
4018,iPad Pro,4
9552,iPhone 15,0
2184,AirPods Pro,3
8338,AirPods Pro,3
1678,iPhone 15,0
4205,iPad Pro,4
5131,MacBook Pro,1
8917,MacBook Pro,1
6734,iPhone 15,0
9291,iPhone 15,0
7106,Apple Watch,2
8632,iPad Pro,4
7450,MacBook Pro,1
3221,MacBook Pro,1
1634,MacBook Pro,1
8973,iPad Pro,4
9312,Apple Watch,2
9474,iPad Pro,4
4661,iPhone 15,0
4139,MacBook Pro,1
3239,AirPods Pro,3
5736,AirPods Pro,3
1920,iPad Pro,4
1476,Apple Watch,2
8885,iPad Pro,4
5300,iPhone 15,0
6514,iPad Pro,4
7542,MacBook Pro,1
5363,Apple Watch,2
7880,Apple Watch,2
6890,iPhone 15,0
9036,AirPods Pro,3
5532,iPhone 15,0
9291,MacBook Pro,1
6102,Apple Watch,2
3250,MacBook Pro,1
1162,iPad Pro,4
4303,iPhone 15,0
4116,Apple Watch,2
1887,Apple Watch,2
2300,MacBook Pro,1
1231,MacBook Pro,1
1586,AirPods Pro,3
2543,AirPods Pro,3
2637,iPhone 15,0
8005,iPhone 15,0
9721,AirPods Pro,3
6570,iPad Pro,4
1975,iPad Pro,4
8280,Apple Watch,2
5049,iPad Pro,4
9255,AirPods Pro,3
5370,iPad Pro,4
2111,iPhone 15,0
2865,iPhone 15,0
3742,MacBook Pro,1
1471,AirPods Pro,3
5789,MacBook Pro,1
7008,AirPods Pro,3
7571,iPhone 15,0
6503,Apple Watch,2
8853,Apple Watch,2
