Date,Close
2020-04-13,68.3125
2020-04-14,71.76249694824219
2020-04-15,71.10749816894531
2020-04-16,71.67250061035156
2020-04-17,70.69999694824219
2020-04-20,69.23249816894531
2020-04-21,67.09249877929688
2020-04-22,69.0250015258789
2020-04-23,68.75749969482422
2020-04-24,70.74250030517578
2020-04-27,70.7925033569336
2020-04-28,69.6449966430664
2020-04-29,71.93250274658203
2020-04-30,73.44999694824219
2020-05-01,72.26750183105469
2020-05-04,73.29000091552734
2020-05-05,74.38999938964844
2020-05-06,75.15750122070312
2020-05-07,75.93499755859375
2020-05-08,77.53250122070312
2020-05-11,78.75250244140625
2020-05-12,77.85250091552734
2020-05-13,76.9124984741211
2020-05-14,77.38500213623047
2020-05-15,76.92749786376953
2020-05-18,78.73999786376953
2020-05-19,78.28500366210938
2020-05-20,79.80750274658203
2020-05-21,79.2125015258789
2020-05-22,79.72250366210938
2020-05-26,79.18250274658203
2020-05-27,79.52749633789062
2020-05-28,79.5625
2020-05-29,79.48500061035156
2020-06-01,80.4625015258789
2020-06-02,80.83499908447266
2020-06-03,81.27999877929688
2020-06-04,80.58000183105469
2020-06-05,82.875
2020-06-08,83.36499786376953
2020-06-09,85.99749755859375
2020-06-10,88.20999908447266
2020-06-11,83.9749984741211
2020-06-12,84.69999694824219
2020-06-15,85.74749755859375
2020-06-16,88.0199966430664
2020-06-17,87.89749908447266
2020-06-18,87.93250274658203
2020-06-19,87.43000030517578
2020-06-22,89.71749877929688
2020-06-23,91.63249969482422
2020-06-24,90.01499938964844
2020-06-25,91.20999908447266
2020-06-26,88.40750122070312
2020-06-29,90.44499969482422
2020-06-30,91.19999694824219
2020-07-01,91.02749633789062
2020-07-02,91.02749633789062
2020-07-06,93.4625015258789
2020-07-07,93.17250061035156
2020-07-08,95.34249877929688
2020-07-09,95.75250244140625
2020-07-10,95.91999816894531
2020-07-13,95.47750091552734
2020-07-14,97.05750274658203
2020-07-15,97.7249984741211
2020-07-16,96.52249908447266
2020-07-17,96.32749938964844
2020-07-20,98.35749816894531
2020-07-21,97.0
2020-07-22,97.27249908447266
2020-07-23,92.84500122070312
2020-07-24,92.61499786376953
2020-07-27,94.80999755859375
2020-07-28,93.25250244140625
2020-07-29,95.04000091552734
2020-07-30,96.19000244140625
2020-07-31,106.26000213623047
2020-08-03,108.9375
2020-08-04,109.66500091552734
2020-08-05,110.0625
2020-08-06,113.90249633789062
2020-08-07,111.11250305175781
2020-08-10,112.72750091552734
2020-08-11,109.375
2020-08-12,113.01000213623047
2020-08-13,115.01000213623047
2020-08-14,114.90750122070312
2020-08-17,114.60749816894531
2020-08-18,115.5625
2020-08-19,115.7074966430664
2020-08-20,118.2750015258789
2020-08-21,124.37000274658203
2020-08-24,125.85749816894531
2020-08-25,124.82499694824219
2020-08-26,126.52249908447266
2020-08-27,125.01000213623047
2020-08-28,124.80750274658203
2020-08-31,129.0399932861328
2020-09-01,134.17999267578125
2020-09-02,131.39999389648438
2020-09-03,120.87999725341797
2020-09-04,120.95999908447266
2020-09-08,112.81999969482422
2020-09-09,117.31999969482422
2020-09-10,113.48999786376953
2020-09-11,112.0
2020-09-14,115.36000061035156
2020-09-15,115.54000091552734
2020-09-16,112.12999725341797
2020-09-17,110.33999633789062
2020-09-18,106.83999633789062
2020-09-21,110.08000183105469
2020-09-22,111.80999755859375
2020-09-23,107.12000274658203
2020-09-24,108.22000122070312
2020-09-25,112.27999877929688
2020-09-28,114.95999908447266
2020-09-29,114.08999633789062
2020-09-30,115.80999755859375
2020-10-01,116.79000091552734
2020-10-02,113.0199966430664
2020-10-05,116.5
2020-10-06,113.16000366210938
2020-10-07,115.08000183105469
2020-10-08,114.97000122070312
2020-10-09,116.97000122070312
2020-10-12,124.4000015258789
2020-10-13,121.0999984741211
2020-10-14,121.19000244140625
2020-10-15,120.70999908447266
2020-10-16,119.0199966430664
2020-10-19,115.9800033569336
2020-10-20,117.51000213623047
2020-10-21,116.87000274658203
2020-10-22,115.75
2020-10-23,115.04000091552734
2020-10-26,115.05000305175781
2020-10-27,116.5999984741211
2020-10-28,111.19999694824219
2020-10-29,115.31999969482422
2020-10-30,108.86000061035156
2020-11-02,108.7699966430664
2020-11-03,110.44000244140625
2020-11-04,114.94999694824219
2020-11-05,119.02999877929688
2020-11-06,118.69000244140625
2020-11-09,116.31999969482422
2020-11-10,115.97000122070312
2020-11-11,119.48999786376953
2020-11-12,119.20999908447266
2020-11-13,119.26000213623047
2020-11-16,120.30000305175781
2020-11-17,119.38999938964844
2020-11-18,118.02999877929688
2020-11-19,118.63999938964844
2020-11-20,117.33999633789062
2020-11-23,113.8499984741211
2020-11-24,115.16999816894531
2020-11-25,116.02999877929688
2020-11-27,116.58999633789062
2020-11-30,119.05000305175781
2020-12-01,122.72000122070312
2020-12-02,123.08000183105469
2020-12-03,122.94000244140625
2020-12-04,122.25
2020-12-07,123.75
2020-12-08,124.37999725341797
2020-12-09,121.77999877929688
2020-12-10,123.23999786376953
2020-12-11,122.41000366210938
2020-12-14,121.77999877929688
2020-12-15,127.87999725341797
2020-12-16,127.80999755859375
2020-12-17,128.6999969482422
2020-12-18,126.66000366210938
2020-12-21,128.22999572753906
2020-12-22,131.8800048828125
2020-12-23,130.9600067138672
2020-12-24,131.97000122070312
2020-12-28,136.69000244140625
2020-12-29,134.8699951171875
2020-12-30,133.72000122070312
